# Alias decisions — verse-constrained candidates (456 total: 373 sheet + 83 pre-excluded/tail-moved)
# name | sample ref | target entity | strongs | verdict | reason
kenezite | Jos 14:14 | Kenaz | H7073 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
kenez | 1Ch 4:13 | Kenaz | H7073 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
keir | Jer 48:31 | Kir | H7024 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
jobathah | Num 33:33 | Jotbathah | H3193 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
jehoaikim | Jer 36:28 | Jehoiakim | H3079 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
jaazer | Num 21:32 | Jazer | H3270 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
hiroth | Num 33:7 | Pi-hahiroth | H6367 | ACCEPT | not a TIPNR form piece anywhere else; identity at Num 33:7 verified
halak | Jos 11:17 | Halak_Mount | H2510 | ACCEPT | fragment of a compound name, but unique to Halak_Mount corpus-wide (TIPNR forms checked)
hai | Gen 12:8 | Ai | H5857 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
hagidgad | Num 33:32 | Hor-haggidgad | H2735 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
eneas | Act 9:33 | Aeneas | G132 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
ebronah | Num 33:34 | Abronah | H5684 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
charge | 2Ki 25:23 | Kareah | H7143 | REJECT | common English word from a bad head pick — RC-1 territory
bethshan | 1Sa 31:10 | Beth-shean | H1052 | ACCEPT | TIPNR's own attested form for this entity (normalized match); identity at ref
bethmarcaboth | 1Ch 4:31 | Madmannah | H4089 | ACCEPT | TIPNR's own attested form for this entity (normalized match); identity at ref
bethakad | 2Ki 10:12 | Beth-eked | H1044 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
barechiah | Neh 3:30 | Berechiah | H1296 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
barachiah | Isa 8:2 | Jeberechiah | H3000 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
azem | Jos 15:29 | Ezem | H6107 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
asiah | 1Ch 15:11 | Asaiah | H6222 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
arphad | 2Ki 18:34 | Arpad | H774 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
araba | Jer 39:4 | Arabah | H6160 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zummim | Deu 2:20 | Rephaim | H7497 | ACCEPT | not a TIPNR form piece anywhere else; identity at Deu 2:20 verified
zoreah | Jos 15:33 | Zorah | H6881 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zobedah | 1Ch 4:8 | Zobebah | H6637 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zibeah | 2Ch 24:1 | Zibiah | H6645 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zerhites | Num 26:20 | Zerah | H2226 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
zererath | Jdg 7:22 | Zarethan | H6891 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zeredathah | 2Ch 4:17 | Zarethan | H6891 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zereda | 1Ki 11:26 | Zeredah | H6868 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zereah | Neh 11:29 | Zorah | H6881 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zarthan | 1Ki 7:46 | Zarethan | H6891 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zartanah | 1Ki 4:12 | Zarethan | H6891 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zareathitees | 1Ch 2:53 | Zorathites | H6882 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zaphnathpaaneah | Gen 41:45 | Joseph | H3130 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
zabbud | Ezr 8:14 | Zaccur | H2139 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
uzzensherah | 1Ch 7:24 | Uzzen-sheerah | H242 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tishbon | 1Ki 17:1 | Tishbe | H8453 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tirah | 1Ch 4:16 | Tiria | H8493 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
timnathserah | Jos 19:50 | Timnath-heres | H8556 | ACCEPT | TIPNR's own attested form for this entity (normalized match); identity at ref
timmnathserah | Jos 24:30 | Timnath-heres | H8556 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
thelasar | 2Ki 19:12 | Telassar | H8515 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
thamah | Ezr 2:53 | Temah | H8547 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
temani | Gen 36:34 | Teman | H8487 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
telmon | Ezr 2:42 | Talmon | H2929 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
telharsa | Ezr 2:59 | Tel-harsha | H8521 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
telharesha | Neh 7:61 | Tel-harsha | H8521 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tekoe | 1Ch 4:5 | Tekoa | H8620 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tekoahite | 2Sa 14:9 | Tekoa | H8620 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
taverns | Act 28:15 | Three_Taverns | G5140 | ACCEPT | fragment of a compound name, but unique to Three_Taverns corpus-wide (TIPNR forms checked)
tappua | 1Ch 2:43 | Tappuah | H8599 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tapphuah | Jos 15:34 | Tappuah | H8599 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tanach | Jos 21:25 | Taanach | H8590 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tamah | Neh 7:55 | Temah | H8547 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tam | Gen 46:20 | Egypt | H4714 | REJECT | fragment, no plausible entity at Gen 46:20 (0.67 vs Egypt is noise) — research tail
tahtim | 2Sa 24:6 | Tahtim-hodshi | H8483 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
tahapanhes | Jer 2:16 | Tahpanhes | H8471 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
tabaoth | Ezr 2:43 | Tabbaoth | H2884 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
sushan | Dan 8:2 | Susa | H7800 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
suchathites | 1Ch 2:55 | Sucathite | H7756 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
sopator | Act 20:4 | Sopater | G4986 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
sodomites | Gen 19:4 | Sodom | H5467 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
shunamite | 1Ki 1:15 | Shunammites | H7767 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
shophan | Num 32:35 | Atroth-shophan | H5855 | ACCEPT | fragment of a compound name, but unique to Atroth-shophan corpus-wide (TIPNR forms checked)
shocho | 2Ch 28:18 | Socoh | H7755 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shiphmi | 1Ch 27:27 | Shiphmites | H8225 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
shimma | 1Ch 2:13 | Shimeah | H8093 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shimiramoth | 1Ch 15:20 | Shemiramoth | H8070 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shihon | Jos 19:19 | Shion | H7866 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shicron | Jos 15:11 | Shikkeron | H7942 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shibmah | Num 32:38 | Sibmah | H7643 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
sherezar | Zec 7:2 | Sharezer | H8272 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shemiah | 1Ch 9:16 | Shemaiah | H8098 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shemesh | Jos 19:41 | Beth-shemesh | H1053 | CAUTION | fragment appears under 3 entities (Beth-shemesh, En-shemesh, On…) — audit-session item, not mapped
shebam | Num 32:3 | Sebam | H7643 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shearaiah | 1Ch 8:38 | Sheariah | H8187 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shean | 1Ki 4:12 | Beth-shean | H1052 | ACCEPT | fragment of a compound name, but unique to Beth-shean corpus-wide (TIPNR forms checked)
sharaim | Jos 15:36 | Shaaraim | H8189 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shalitha | 1Sa 9:4 | Shalishah | H8031 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shalim | 1Sa 9:4 | Shaalim | H8171 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
shahazinah | Jos 19:22 | Shahazumah | H7831 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
seriah | 2Sa 8:17 | Seraiah | H8304 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
senuah | Neh 11:9 | Hassenuah | H5574 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
seirath | Jdg 3:26 | Seirah | H8167 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
secundos | Act 20:4 | Secundus | G4580 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
sanaballat | Neh 2:19 | Sanballat | H5571 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
samis | Jos 19:12 | Sarid | H8301 | REJECT | 0.67 vs Sarid at Jos 19:12 with messy LXX readings — unproven, research tail
samarian | 2Ki 18:11 | Assyria | H804 | REJECT | candidate Assyria is WRONG (2Ki 18:11 context) — remapped by hand to Samaria below
sabtecha | 1Ch 1:9 | Sabteca | H5455 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
ruben | Gen 37:29 | Reuben | H7205 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
renmon | Amo 4:3 | Harmon | H2038 | REJECT | LXX reads Remman/Rimmon where Hebrew has Harmon (Amo 4:3) — an LXX identification difference, R-2 pile, do not force
remphan | Act 7:43 | Rephan | G4481 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
rebecca | Rom 9:10 | Rebekah | H7259 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
raphael | 1Ch 26:7 | Rephael | H7501 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
ramath | Jos 13:26 | Ramoth | H7216 | CAUTION | fragment appears under 2 entities (Ramath-lehi, Ramoth…) — audit-session item, not mapped
rabsares | Jer 39:13 | Rab-saris | H7249 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
pua | Num 26:23 | Puah | H6312 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
piarathon | 1Ch 27:14 | Pirathon | H6552 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
phison | Gen 2:11 | Pishon | H6376 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
phelethite | 1Ch 18:17 | Pelethites | H6432 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
phasur | Ezr 10:22 | Pashhur | H6583 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
pharzites | Num 26:20 | Perez | H6557 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
phaltiel | 2Sa 3:15 | Palti | H6406 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
paulus | Act 13:7 | Paul | G3972 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
pasdammin | 1Ch 11:13 | Ephes-dammim | H658 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
odollam | 1Sa 22:1 | Adullam | H5725 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
nodabeans | 1Ch 5:19 | Kedemah | H6929 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
ninevites | Luk 11:30 | Nineveh | H5210 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
netophathi | Neh 12:28 | Netophah | H5199 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
netopha | 1Ch 27:13 | Netophah | H5199 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
nergalsharezer | Jer 39:3 | Nergal-sar-ezer | H5371 | ACCEPT | TIPNR's own attested form for this entity (normalized match); identity at ref
nepishites | 1Ch 5:19 | Naphish | H5305 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
nephusim | Ezr 2:50 | Nephushesim | H5300 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
nekeb | Jos 19:33 | Adami-nekeb | H129 | ACCEPT | fragment of a compound name, but unique to Adami-nekeb corpus-wide (TIPNR forms checked)
nebusarkes | Jer 39:3 | Nebu-sar-sekim | H8310 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
nebosarsechim | Jer 39:3 | Nebu-sar-sekim | H8310 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
naxaligaash | 2Sa 23:30 | Gaash | H1608 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
nathaneel | Ezr 10:22 | Nethanel | H5417 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
naphuhim | 1Ch 1:11 | Naphtuhim | H5320 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
napheta | Jos 17:11 | Naphath | H5316 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
napheg | 2Sa 5:15 | Nepheg | H5298 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
namuel | Num 26:9 | Nemuel | H5241 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
nahari | 2Sa 23:37 | Naharai | H5171 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
nahallel | Jos 19:15 | Nahalol | H5096 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
nabushasban | Jer 39:13 | Nebushazban | H5021 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
naan | 1Ch 4:15 | Naam | H5277 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
naammah | 2Ch 12:13 | Naamah | H5279 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
naahshon | Exo 6:23 | Nahshon | H5177 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
moserite | Ezr 9:1 | Amorites | H567 | REJECT | Ezr 9:1 lists many gentilics; 0.8 vs Amorites unproven — research tail
mosera | Deu 10:6 | Moserah | H4149 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
moan | 1Ch 2:45 | Maon | H4584 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
moabitish | 1Ki 11:1 | Moab | H4124 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
mizpha | Jos 13:26 | Ramoth | H7216 | ACCEPT | not a TIPNR form piece anywhere else; identity at Jos 13:26 verified
mizpar | Ezr 2:2 | Mispar | H4558 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
mithridath | Ezr 4:7 | Mithredath | H4990 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
misheal | Jos 19:26 | Mishal | H4861 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
miphkad | Neh 3:31 | Muster_Gate | H4663 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
milchah | Num 36:11 | Milcah | H4435 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
methuseleh | Gen 5:22 | Methuselah | H4968 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
methusaela | Gen 4:18 | Methushael | H4967 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
mesobaite | 1Ch 11:47 | Mezobaites | H4677 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
meshellemiah | 1Ch 9:21 | Meshelemiah | H4920 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
meron | Jos 12:20 | Shimron | H8110 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
meon | Jer 48:23 | Baal-meon | H1186 | ACCEPT | fragment of a compound name, but unique to Baal-meon corpus-wide (TIPNR forms checked)
menahethites | 1Ch 2:54 | Manahath | H4506 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
melchiram | 1Ch 3:18 | Malchiram | H4443 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
melchijah | Neh 12:42 | Malchijah | H4441 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
mekeziz | Jos 18:21 | Emek-keziz | H6010 | ACCEPT | not a TIPNR form piece anywhere else; identity at Jos 18:21 verified
meholahite | 2Sa 21:8 | Meholathites | H4259 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
matthaniah | Ezr 10:30 | Mattaniah | H4983 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
mathaniah | Neh 12:35 | Mattaniah | H4983 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
mathan | 2Ki 11:18 | Mattan | H4977 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
massai | 1Ch 9:12 | Maasai | H4640 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
masphar | Neh 7:7 | Mispar | H4558 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
masek | Gen 15:2 | LORD | H3068 | REJECT | LXX transliteration of Hebrew mesheq ("possession", Gen 15:2) — a common noun, not the LORD; mapping = fabrication
maphaath | Jos 21:37 | Mephaath | H4158 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
maleleel | Luk 3:37 | Mahalalel | H4111 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
magdala | Mat 15:39 | Magadan | G3093 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
libnath | Jos 19:26 | Shihor-libnath | H7884 | ACCEPT | fragment of a compound name, but unique to Shihor-libnath corpus-wide (TIPNR forms checked)
libinites | Num 26:58 | Libni | H3845 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
lesen | Jos 19:47 | Dan | H1835 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
lamluz | Gen 28:19 | Bethel | H1008 | ACCEPT | not a TIPNR form piece anywhere else; identity at Gen 28:19 verified
lakum | Jos 19:33 | Lakkum | H3946 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
korathites | Num 26:58 | Korah | H7141 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
korahthite | 1Ch 9:31 | Korah | H7141 | ACCEPT | gentilic/plural derivation of the entity name; entity attested at ref
kithlish | Jos 15:40 | Chitlish | H3798 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
kis | Act 13:21 | Kish | H7027 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
kirjathsepher | Jdg 1:11 | Debir | H1688 | ACCEPT | KJV/LXX spelling variant; TIPNR identity line matches the person/place at ref (hand-checked)
